,PC1,PC2,PC3,PC4,PC5,Species
32,-0.5443794336135,0.43901485143424174,-0.7492087193913112,-0.09095929921940968,0.19519771132523028,Woody plants
33,-2.515956090141286,1.0374743819220262,-1.3706206538805579,-0.36961443637868213,0.6982409485134596,Woody plants
34,-2.093066542550725,-1.2089955158533958,-1.1286606579656384,-0.5379449689892727,-0.17519605737129856,Woody plants
35,-2.5728923839619458,1.1141136831832863,-0.9443348469372885,-0.17316677046767967,0.3998471264973402,Woody plants
36,-2.2480495342302724,-0.8546618788395964,0.11306404619219668,0.07250113529906499,-0.34876202267747713,Woody plants
37,-1.3288652178339813,-0.5858814226488533,-0.25814881023359987,-0.38408863379906155,0.009556871302625277,Woody plants
38,-2.837982594759194,-1.7256948693980194,1.590164042746722,1.5392633185398295,0.3279869550795212,Woody plants
39,-1.8088301996151552,-0.5915310125234096,0.09755732346540233,0.8046857667305073,-0.02073397778122234,Woody plants
40,-0.09940149252484595,0.4195643702941433,0.23545106659374365,0.4913216646373792,0.4186730582924031,Woody plants
41,-0.2385739916434459,1.2178714598380542,-1.0355439315710149,1.754299076322548,0.013615850120967901,Woody plants
42,-1.410665622372892,-0.8607593967480273,-0.4747718085758619,-0.1441930385882631,0.2542879647300491,Woody plants
43,-1.823407010628481,-1.3384048812135938,-0.5683986002256864,-0.259504776961192,-0.09803910014022334,Woody plants
44,-2.0497099989002976,-1.0784292192323346,-0.27488242789142064,-0.8731714422393878,-0.20504371873485197,Woody plants
45,-1.103562081442928,0.053478349807768194,-0.06369899131369515,0.4519788525948868,-0.31232679218167764,Woody plants
46,-1.1719763030656076,0.6853751646518526,0.38357847155830266,1.0156993374894847,-0.15376370943415957,Woody plants
47,0.7162024765470811,0.7451822705146197,0.3886480869649494,0.5769987847759828,-0.07261113363825324,Herbaceous plants
48,0.35270150436693953,0.03658074795863835,0.41989958707595426,0.37866293213500346,-0.028953132018905217,Herbaceous plants
49,0.781249556085358,0.6663539148601894,-0.8492614310481984,-0.8951433093867074,0.2051027914401978,Herbaceous plants
50,0.5680970491128178,0.8040284755037453,-0.4890445140295804,-1.1752736285162801,0.20999583348498368,Herbaceous plants
51,1.1586568870989713,1.3389128893053184,0.6532499881459346,-0.12818761841999474,-0.004757892018565244,Herbaceous plants
52,1.3120561772908785,1.0755458840186087,0.13352722112076937,0.41129437546965397,-0.13531098418990925,Herbaceous plants
53,-0.34120003378787905,-0.0514820702905477,-0.36256294907580283,-1.6862661075256467,0.13774838545953175,Herbaceous plants
54,0.38041208768257695,0.9446842639656687,0.3825045081968088,-0.9783451120448305,0.16413576460706805,Herbaceous plants
55,0.25317415092889906,-0.15632403451444352,-0.8946077397954334,-1.4393805420600068,-0.6648070298253568,Herbaceous plants
56,0.004191419021247834,1.693661985677742,0.6564226091294022,0.7992514811457168,-0.6835023132119524,Herbaceous plants
57,0.7494767324540775,0.7673013584268601,-0.5438547374822933,0.049518523152405174,-0.2643285906814432,Herbaceous plants
58,-1.6987941277328955,-0.6436392064487426,0.5115242473621845,-0.5522440173289735,0.17800016696857818,Herbaceous plants
59,-0.10163318888544132,1.1080823899759207,1.5572656157665274,-0.2186221260526204,0.29576555388350567,Herbaceous plants
60,0.5683164704103777,1.3266828459067652,-0.11176359892290055,0.9866382545932987,-0.25572076323372217,Herbaceous plants
61,-0.12970778330099217,0.36178037064383717,-0.9129038989279578,0.5182457836488568,-0.07070162055265022,Herbaceous plants
62,-0.33777777031956285,1.2779803113910304,0.08538067860088347,0.7797297925166798,-0.544962615074201,Herbaceous plants
63,-1.3249736618697938,-0.9642300302597208,2.9114245139715327,0.02842209467401755,0.2282774293750678,Herbaceous plants
64,0.7681432836201826,1.5133844357960815,0.10206535286436728,-0.014387339255486924,-0.011487438256573028,Herbaceous plants
65,1.7392917029472117,1.0144084872128551,-0.3084568521488506,0.23216465540499853,0.021492599086734458,Herbaceous plants
66,0.836272278683611,1.0538804305414753,0.6251911407603143,0.07064974034345714,-0.16875956255373542,Herbaceous plants
67,0.8335347702713132,0.9962142070691867,0.2589261361940613,0.052910346228439604,-0.2094931256086239,Herbaceous plants
68,1.6871346396846107,1.3080050617801782,0.20097785111051344,-0.04143539053909667,0.25162582970541575,Herbaceous plants
69,1.3101225484435246,0.8234575003337706,0.24029854471531645,-0.42047492860497876,0.03291356730688333,Herbaceous plants
70,1.3731092009222354,1.202933651388366,0.4274326684477121,-0.008739196588086555,-0.010300795919188413,Herbaceous plants
71,1.257307288270893,1.007114315163618,0.7499848435815141,-0.023729116589805196,-0.02638048643630243,Herbaceous plants
72,0.7743184350809476,0.8311520028708997,0.2009016033827455,-0.2791626284077195,-0.06120348413818264,Herbaceous plants
73,0.9375166496793724,1.3865924683777744,0.29800808551497066,-0.9582730785206292,-0.06719971674047755,Domestic cattle
74,0.6389330081310142,1.3394162226577258,0.1652807432030255,-0.7174991231960823,0.04230570293280309,Domestic cattle
75,0.6801339469933088,1.7163984423602154,0.4108881322336363,-0.7944710871089018,0.21163569959873837,Domestic cattle
76,0.32556264593752693,1.5957611700849517,0.9104155758610827,-0.7494395420718396,-0.15822311361282831,Domestic cattle
77,1.256595630379598,1.730829639210718,-0.20508743054468648,-0.7190076368502804,-0.08333725280817816,Domestic cattle
78,1.5717815641200972,2.9050093510592965,-0.960310639439994,-1.2242525845511891,-0.15608011827899923,Red deer
79,1.0342359548952886,1.7334718652755594,-0.029981249244182148,-0.7027000777195425,0.11719671927240877,Red deer
80,0.9250169274137554,1.111931705802535,0.5291726462406741,-1.1333546389407865,0.21455078819776705,Red deer
81,1.3184633941734345,1.0570003217793928,-0.35260606657782784,-1.0708311115930682,0.12497686907426152,Red deer
82,0.06493732767082912,1.3289320023702405,0.7753274972029683,-0.6750143451990056,0.06696544257800564,Red deer
